时间(s),器件类型,中心温度(℃),引脚温度(℃)
291.69,贴片电阻,243.54,244.53
291.69,贴片电容,243.95,244.53
291.69,塑封芯片,238.42,244.53
291.69,陶封芯片,240.24,244.53
292.08,贴片电阻,242.12,244.0
292.08,贴片电容,241.17,244.0
292.08,塑封芯片,237.23,244.0
292.08,陶封芯片,240.98,244.0
292.47,贴片电阻,241.32,243.37
292.47,贴片电容,242.32,243.37
292.47,塑封芯片,237.3,243.37
292.47,陶封芯片,239.95,243.37
292.86,贴片电阻,242.82,245.0
292.86,贴片电容,244.46,245.0
292.86,塑封芯片,237.3,245.0
292.86,陶封芯片,242.03,245.0
293.26,贴片电阻,244.72,246.06
293.26,贴片电容,245.56,246.06
293.26,塑封芯片,240.85,246.06
293.26,陶封芯片,242.99,246.06
293.65,贴片电阻,243.32,244.59
293.65,贴片电容,242.96,244.59
293.65,塑封芯片,237.93,244.59
293.65,陶封芯片,240.43,244.59
294.04,贴片电阻,242.09,244.33
294.04,贴片电容,242.98,244.33
294.04,塑封芯片,236.97,244.33
294.04,陶封芯片,240.29,244.33
294.43,贴片电阻,243.33,243.82
294.43,贴片电容,242.53,243.82
294.43,塑封芯片,236.11,243.82
294.43,陶封芯片,239.43,243.82
294.82,贴片电阻,244.56,245.8
294.82,贴片电容,243.09,245.8
294.82,塑封芯片,239.85,245.8
294.82,陶封芯片,241.33,245.8
295.21,贴片电阻,244.29,244.86
295.21,贴片电容,242.47,244.86
295.21,塑封芯片,237.92,244.86
295.21,陶封芯片,241.47,244.86
295.6,贴片电阻,242.69,243.76
295.6,贴片电容,241.26,243.76
295.6,塑封芯片,237.72,243.76
295.6,陶封芯片,241.0,243.76
295.99,贴片电阻,243.76,245.29
295.99,贴片电容,242.98,245.29
295.99,塑封芯片,240.02,245.29
295.99,陶封芯片,243.07,245.29
296.38,贴片电阻,243.65,244.97
296.38,贴片电容,244.83,244.97
296.38,塑封芯片,238.9,244.97
296.38,陶封芯片,241.9,244.97
296.77,贴片电阻,241.93,244.91
296.77,贴片电容,242.84,244.91
296.77,塑封芯片,239.43,244.91
296.77,陶封芯片,241.3,244.91
297.17,贴片电阻,241.61,243.89
297.17,贴片电容,242.77,243.89
297.17,塑封芯片,236.22,243.89
297.17,陶封芯片,239.29,243.89
297.56,贴片电阻,243.24,244.16
297.56,贴片电容,242.78,244.16
297.56,塑封芯片,238.2,244.16
297.56,陶封芯片,240.13,244.16
297.95,贴片电阻,245.23,246.31
297.95,贴片电容,244.49,246.31
297.95,塑封芯片,240.91,246.31
297.95,陶封芯片,244.06,246.31
298.34,贴片电阻,242.41,243.39
298.34,贴片电容,242.36,243.39
298.34,塑封芯片,237.46,243.39
298.34,陶封芯片,239.1,243.39
298.73,贴片电阻,242.08,244.17
298.73,贴片电容,241.49,244.17
298.73,塑封芯片,236.2,244.17
298.73,陶封芯片,240.82,244.17
299.12,贴片电阻,240.38,243.31
299.12,贴片电容,241.88,243.31
299.12,塑封芯片,236.93,243.31
299.12,陶封芯片,240.85,243.31
299.51,贴片电阻,241.89,243.32
299.51,贴片电容,242.21,243.32
299.51,塑封芯片,235.48,243.32
299.51,陶封芯片,240.88,243.32
299.9,贴片电阻,246.67,246.98
299.9,贴片电容,244.63,246.98
299.9,塑封芯片,241.72,246.98
299.9,陶封芯片,242.31,246.98
300.29,贴片电阻,244.78,246.38
300.29,贴片电容,245.85,246.38
300.29,塑封芯片,239.46,246.38
300.29,陶封芯片,241.8,246.38
300.68,贴片电阻,243.92,245.24
300.68,贴片电容,245.22,245.24
300.68,塑封芯片,238.04,245.24
300.68,陶封芯片,242.25,245.24
301.08,贴片电阻,242.62,243.21
301.08,贴片电容,240.47,243.21
301.08,塑封芯片,237.66,243.21
301.08,陶封芯片,239.94,243.21
301.47,贴片电阻,244.1,246.7
301.47,贴片电容,246.38,246.7
301.47,塑封芯片,241.02,246.7
301.47,陶封芯片,243.69,246.7
301.86,贴片电阻,242.95,244.02
301.86,贴片电容,243.9,244.02
301.86,塑封芯片,237.69,244.02
301.86,陶封芯片,240.58,244.02
302.25,贴片电阻,243.39,243.42
302.25,贴片电容,242.69,243.42
302.25,塑封芯片,237.13,243.42
302.25,陶封芯片,239.59,243.42
302.64,贴片电阻,243.64,243.92
302.64,贴片电容,243.23,243.92
302.64,塑封芯片,237.05,243.92
302.64,陶封芯片,239.63,243.92
303.03,贴片电阻,244.73,245.13
303.03,贴片电容,242.21,245.13
303.03,塑封芯片,238.66,245.13
303.03,陶封芯片,241.71,245.13
303.42,贴片电阻,243.2,244.15
303.42,贴片电容,243.15,244.15
303.42,塑封芯片,236.81,244.15
303.42,陶封芯片,239.51,244.15
303.81,贴片电阻,242.4,245.24
303.81,贴片电容,243.57,245.24
303.81,塑封芯片,239.26,245.24
303.81,陶封芯片,241.44,245.24
304.2,贴片电阻,242.96,245.39
304.2,贴片电容,243.43,245.39
304.2,塑封芯片,238.76,245.39
304.2,陶封芯片,241.91,245.39
304.59,贴片电阻,243.8,246.12
304.59,贴片电容,245.88,246.12
304.59,塑封芯片,238.31,246.12
304.59,陶封芯片,242.04,246.12
304.99,贴片电阻,244.1,245.95
304.99,贴片电容,245.02,245.95
304.99,塑封芯片,239.69,245.95
304.99,陶封芯片,241.56,245.95
305.38,贴片电阻,242.85,244.77
305.38,贴片电容,243.84,244.77
305.38,塑封芯片,239.36,244.77
305.38,陶封芯片,242.05,244.77
305.77,贴片电阻,244.63,245.42
305.77,贴片电容,242.81,245.42
305.77,塑封芯片,238.24,245.42
305.77,陶封芯片,241.74,245.42
306.16,贴片电阻,243.37,244.33
306.16,贴片电容,243.34,244.33
306.16,塑封芯片,236.63,244.33
306.16,陶封芯片,240.63,244.33
306.55,贴片电阻,243.34,244.29
306.55,贴片电容,241.97,244.29
306.55,塑封芯片,238.52,244.29
306.55,陶封芯片,240.03,244.29
306.94,贴片电阻,242.76,245.29
306.94,贴片电容,242.35,245.29
306.94,塑封芯片,238.62,245.29
306.94,陶封芯片,240.47,245.29
307.33,贴片电阻,240.42,243.26
307.33,贴片电容,240.63,243.26
307.33,塑封芯片,236.43,243.26
307.33,陶封芯片,240.72,243.26
307.72,贴片电阻,242.39,244.74
307.72,贴片电容,243.13,244.74
307.72,塑封芯片,239.31,244.74
307.72,陶封芯片,240.73,244.74
308.11,贴片电阻,242.82,245.67
308.11,贴片电容,245.62,245.67
308.11,塑封芯片,237.67,245.67
308.11,陶封芯片,243.39,245.67
308.5,贴片电阻,245.45,245.45
308.5,贴片电容,242.95,245.45
308.5,塑封芯片,239.03,245.45
308.5,陶封芯片,242.83,245.45
308.9,贴片电阻,242.56,245.46
308.9,贴片电容,243.54,245.46
308.9,塑封芯片,239.95,245.46
308.9,陶封芯片,240.84,245.46
309.29,贴片电阻,244.39,244.86
309.29,贴片电容,244.09,244.86
309.29,塑封芯片,237.19,244.86
309.29,陶封芯片,241.21,244.86
309.68,贴片电阻,244.03,246.98
309.68,贴片电容,244.63,246.98
309.68,塑封芯片,241.41,246.98
309.68,陶封芯片,244.67,246.98
310.07,贴片电阻,243.81,244.29
310.07,贴片电容,243.5,244.29
310.07,塑封芯片,237.24,244.29
310.07,陶封芯片,240.07,244.29
310.46,贴片电阻,243.16,245.81
310.46,贴片电容,244.75,245.81
310.46,塑封芯片,240.52,245.81
310.46,陶封芯片,242.82,245.81
310.85,贴片电阻,245.47,245.56
310.85,贴片电容,244.75,245.56
310.85,塑封芯片,240.19,245.56
310.85,陶封芯片,241.1,245.56
311.24,贴片电阻,242.82,244.69
311.24,贴片电容,243.85,244.69
311.24,塑封芯片,238.85,244.69
311.24,陶封芯片,242.6,244.69
311.63,贴片电阻,244.38,245.49
311.63,贴片电容,244.08,245.49
311.63,塑封芯片,237.91,245.49
311.63,陶封芯片,240.69,245.49
312.02,贴片电阻,242.74,243.29
312.02,贴片电容,240.96,243.29
312.02,塑封芯片,235.61,243.29
312.02,陶封芯片,240.49,243.29
312.41,贴片电阻,242.12,244.0
312.41,贴片电容,243.5,244.0
312.41,塑封芯片,236.55,244.0
312.41,陶封芯片,241.14,244.0
312.81,贴片电阻,244.38,245.86
312.81,贴片电容,243.01,245.86
312.81,塑封芯片,238.96,245.86
312.81,陶封芯片,241.5,245.86
313.2,贴片电阻,244.05,245.01
313.2,贴片电容,244.55,245.01
313.2,塑封芯片,237.38,245.01
313.2,陶封芯片,240.65,245.01
313.59,贴片电阻,242.13,244.38
313.59,贴片电容,243.97,244.38
313.59,塑封芯片,238.78,244.38
313.59,陶封芯片,239.64,244.38
313.98,贴片电阻,241.83,243.78
313.98,贴片电容,241.34,243.78
313.98,塑封芯片,238.24,243.78
313.98,陶封芯片,240.23,243.78
314.37,贴片电阻,242.68,243.19
314.37,贴片电容,240.38,243.19
314.37,塑封芯片,237.35,243.19
314.37,陶封芯片,240.65,243.19
314.76,贴片电阻,244.83,245.12
314.76,贴片电容,242.43,245.12
314.76,塑封芯片,238.93,245.12
314.76,陶封芯片,240.51,245.12
315.15,贴片电阻,241.04,243.17
315.15,贴片电容,242.88,243.17
315.15,塑封芯片,235.76,243.17
315.15,陶封芯片,238.2,243.17
315.54,贴片电阻,246.72,246.96
315.54,贴片电容,246.52,246.96
315.54,塑封芯片,241.52,246.96
315.54,陶封芯片,244.83,246.96
315.93,贴片电阻,240.89,243.78
315.93,贴片电容,241.21,243.78
315.93,塑封芯片,236.47,243.78
315.93,陶封芯片,239.31,243.78
316.32,贴片电阻,243.58,245.37
316.32,贴片电容,243.81,245.37
316.32,塑封芯片,239.38,245.37
316.32,陶封芯片,241.49,245.37
316.72,贴片电阻,243.27,243.28
316.72,贴片电容,241.44,243.28
316.72,塑封芯片,236.53,243.28
316.72,陶封芯片,239.35,243.28
317.11,贴片电阻,243.88,244.49
317.11,贴片电容,243.99,244.49
317.11,塑封芯片,237.43,244.49
317.11,陶封芯片,241.1,244.49
317.5,贴片电阻,241.47,243.72
317.5,贴片电容,243.05,243.72
317.5,塑封芯片,237.22,243.72
317.5,陶封芯片,239.77,243.72
317.89,贴片电阻,244.31,244.91
317.89,贴片电容,244.68,244.91
317.89,塑封芯片,236.98,244.91
317.89,陶封芯片,240.86,244.91
318.28,贴片电阻,245.23,246.01
318.28,贴片电容,245.97,246.01
318.28,塑封芯片,240.53,246.01
318.28,陶封芯片,241.31,246.01
318.67,贴片电阻,245.02,246.6
318.67,贴片电容,245.39,246.6
318.67,塑封芯片,239.96,246.6
318.67,陶封芯片,243.83,246.6
319.06,贴片电阻,245.62,245.89
319.06,贴片电容,245.29,245.89
319.06,塑封芯片,239.62,245.89
319.06,陶封芯片,240.98,245.89
319.45,贴片电阻,244.37,244.7
319.45,贴片电容,243.11,244.7
319.45,塑封芯片,239.4,244.7
319.45,陶封芯片,242.44,244.7
319.84,贴片电阻,243.85,245.88
319.84,贴片电容,243.17,245.88
319.84,塑封芯片,239.41,245.88
319.84,陶封芯片,241.37,245.88
320.23,贴片电阻,243.9,244.3
320.23,贴片电容,243.03,244.3
320.23,塑封芯片,236.55,244.3
320.23,陶封芯片,239.63,244.3
320.63,贴片电阻,241.81,243.12
320.63,贴片电容,241.68,243.12
320.63,塑封芯片,236.93,243.12
320.63,陶封芯片,238.4,243.12
321.02,贴片电阻,241.73,241.95
321.02,贴片电容,240.52,241.95
321.02,塑封芯片,236.33,241.95
321.02,陶封芯片,239.82,241.95
321.41,贴片电阻,237.78,240.78
321.41,贴片电容,240.12,240.78
321.41,塑封芯片,235.37,240.78
321.41,陶封芯片,237.99,240.78
321.8,贴片电阻,239.3,239.6
321.8,贴片电容,238.64,239.6
321.8,塑封芯片,233.5,239.6
321.8,陶封芯片,237.01,239.6
322.19,贴片电阻,236.38,238.43
322.19,贴片电容,237.82,238.43
322.19,塑封芯片,231.71,238.43
322.19,陶封芯片,233.6,238.43
322.58,贴片电阻,236.73,237.26
322.58,贴片电容,234.8,237.26
322.58,塑封芯片,230.65,237.26
322.58,陶封芯片,232.28,237.26
322.97,贴片电阻,234.63,236.09
322.97,贴片电容,233.2,236.09
322.97,塑封芯片,230.12,236.09
322.97,陶封芯片,232.5,236.09
323.36,贴片电阻,232.27,234.91
323.36,贴片电容,232.67,234.91
323.36,塑封芯片,229.11,234.91
323.36,陶封芯片,230.11,234.91
323.75,贴片电阻,233.41,233.74
323.75,贴片电容,233.3,233.74
323.75,塑封芯片,227.37,233.74
323.75,陶封芯片,231.15,233.74
324.14,贴片电阻,232.17,232.57
324.14,贴片电容,230.34,232.57
324.14,塑封芯片,226.65,232.57
324.14,陶封芯片,230.39,232.57
324.54,贴片电阻,228.5,231.39
324.54,贴片电容,230.93,231.39
324.54,塑封芯片,223.54,231.39
324.54,陶封芯片,227.1,231.39
324.93,贴片电阻,227.38,230.22
324.93,贴片电容,228.0,230.22
324.93,塑封芯片,222.37,230.22
324.93,陶封芯片,225.3,230.22
325.32,贴片电阻,226.39,229.05
325.32,贴片电容,227.75,229.05
325.32,塑封芯片,222.81,229.05
325.32,陶封芯片,226.18,229.05
325.71,贴片电阻,227.55,227.87
325.71,贴片电容,227.22,227.87
325.71,塑封芯片,220.12,227.87
325.71,陶封芯片,223.05,227.87
326.1,贴片电阻,224.23,226.7
326.1,贴片电容,225.94,226.7
326.1,塑封芯片,220.13,226.7
326.1,陶封芯片,223.94,226.7
326.49,贴片电阻,222.67,225.53
326.49,贴片电容,224.36,225.53
326.49,塑封芯片,218.93,225.53
326.49,陶封芯片,222.52,225.53
326.88,贴片电阻,222.78,224.35
326.88,贴片电容,222.7,224.35
326.88,塑封芯片,218.77,224.35
326.88,陶封芯片,219.41,224.35
327.27,贴片电阻,222.53,223.18
327.27,贴片电容,221.61,223.18
327.27,塑封芯片,217.79,223.18
327.27,陶封芯片,218.65,223.18
327.66,贴片电阻,221.41,222.01
327.66,贴片电容,219.69,222.01
327.66,塑封芯片,214.05,222.01
327.66,陶封芯片,219.17,222.01
328.05,贴片电阻,217.89,220.84
328.05,贴片电容,220.29,220.84
328.05,塑封芯片,215.6,220.84
328.05,陶封芯片,216.16,220.84
328.45,贴片电阻,217.88,219.66
328.45,贴片电容,216.75,219.66
328.45,塑封芯片,213.95,219.66
328.45,陶封芯片,217.44,219.66
328.84,贴片电阻,216.84,218.49
328.84,贴片电容,216.97,218.49
328.84,塑封芯片,212.34,218.49
328.84,陶封芯片,215.94,218.49
329.23,贴片电阻,216.57,217.32
329.23,贴片电容,216.99,217.32
329.23,塑封芯片,211.7,217.32
329.23,陶封芯片,213.27,217.32
329.62,贴片电阻,213.54,216.14
329.62,贴片电容,215.45,216.14
329.62,塑封芯片,208.57,216.14
329.62,陶封芯片,211.23,216.14
330.01,贴片电阻,214.8,214.97
330.01,贴片电容,212.26,214.97
330.01,塑封芯片,208.53,214.97
330.01,陶封芯片,211.34,214.97
330.4,贴片电阻,212.72,213.8
330.4,贴片电容,212.23,213.8
330.4,塑封芯片,207.78,213.8
330.4,陶封芯片,211.44,213.8
330.79,贴片电阻,212.07,212.62
330.79,贴片电容,210.64,212.62
330.79,塑封芯片,205.28,212.62
330.79,陶封芯片,210.14,212.62
331.18,贴片电阻,209.65,211.45
331.18,贴片电容,210.17,211.45
331.18,塑封芯片,205.12,211.45
331.18,陶封芯片,207.34,211.45
331.57,贴片电阻,208.95,210.28
331.57,贴片电容,210.27,210.28
331.57,塑封芯片,204.16,210.28
331.57,陶封芯片,207.67,210.28
331.96,贴片电阻,206.92,209.11
331.96,贴片电容,208.78,209.11
331.96,塑封芯片,203.39,209.11
331.96,陶封芯片,204.83,209.11
332.36,贴片电阻,205.24,207.93
332.36,贴片电容,206.85,207.93
332.36,塑封芯片,200.88,207.93
332.36,陶封芯片,205.02,207.93
332.75,贴片电阻,203.95,206.76
332.75,贴片电容,206.04,206.76
332.75,塑封芯片,201.62,206.76
332.75,陶封芯片,204.56,206.76
333.14,贴片电阻,205.51,205.59
333.14,贴片电容,203.69,205.59
333.14,塑封芯片,199.74,205.59
333.14,陶封芯片,201.49,205.59
333.53,贴片电阻,203.78,204.41
333.53,贴片电容,204.21,204.41
333.53,塑封芯片,196.71,204.41
333.53,陶封芯片,202.33,204.41
333.92,贴片电阻,202.2,203.24
333.92,贴片电容,203.18,203.24
333.92,塑封芯片,197.9,203.24
333.92,陶封芯片,200.34,203.24
334.31,贴片电阻,200.78,202.07
334.31,贴片电容,200.47,202.07
334.31,塑封芯片,195.85,202.07
334.31,陶封芯片,198.2,202.07
334.7,贴片电阻,199.28,200.89
334.7,贴片电容,199.17,200.89
334.7,塑封芯片,192.93,200.89
334.7,陶封芯片,195.92,200.89
335.09,贴片电阻,198.27,199.72
335.09,贴片电容,199.69,199.72
335.09,塑封芯片,191.9,199.72
335.09,陶封芯片,195.52,199.72
335.48,贴片电阻,196.21,198.55
335.48,贴片电容,196.75,198.55
335.48,塑封芯片,191.53,198.55
335.48,陶封芯片,195.69,198.55
335.87,贴片电阻,194.38,197.38
335.87,贴片电容,195.41,197.38
335.87,塑封芯片,190.25,197.38
335.87,陶封芯片,195.26,197.38
336.27,贴片电阻,194.24,196.2
336.27,贴片电容,194.52,196.2
336.27,塑封芯片,189.64,196.2
336.27,陶封芯片,194.06,196.2
336.66,贴片电阻,192.88,195.03
336.66,贴片电容,193.91,195.03
336.66,塑封芯片,189.78,195.03
336.66,陶封芯片,192.92,195.03
337.05,贴片电阻,190.91,193.86
337.05,贴片电容,192.29,193.86
337.05,塑封芯片,188.74,193.86
337.05,陶封芯片,191.18,193.86
337.44,贴片电阻,190.93,192.68
337.44,贴片电容,190.33,192.68
337.44,塑封芯片,187.07,192.68
337.44,陶封芯片,188.41,192.68
337.83,贴片电阻,190.9,191.51
337.83,贴片电容,189.98,191.51
337.83,塑封芯片,186.43,191.51
337.83,陶封芯片,187.07,191.51
338.22,贴片电阻,188.33,190.34
338.22,贴片电容,187.82,190.34
338.22,塑封芯片,183.11,190.34
338.22,陶封芯片,188.07,190.34
338.61,贴片电阻,187.37,189.16
338.61,贴片电容,186.95,189.16
338.61,塑封芯片,184.02,189.16
338.61,陶封芯片,187.01,189.16
339.0,贴片电阻,185.46,187.99
339.0,贴片电容,187.23,187.99
339.0,塑封芯片,180.32,187.99
339.0,陶封芯片,183.6,187.99
339.39,贴片电阻,186.02,186.82
339.39,贴片电容,186.2,186.82
339.39,塑封芯片,179.52,186.82
339.39,陶封芯片,184.38,186.82
339.78,贴片电阻,184.66,185.65
339.78,贴片电容,184.27,185.65
339.78,塑封芯片,178.27,185.65
339.78,陶封芯片,180.68,185.65
340.18,贴片电阻,182.42,184.47
340.18,贴片电容,183.4,184.47
340.18,塑封芯片,179.29,184.47
340.18,陶封芯片,180.59,184.47
340.57,贴片电阻,182.65,183.3
340.57,贴片电容,182.18,183.3
340.57,塑封芯片,178.29,183.3
340.57,陶封芯片,180.77,183.3
340.96,贴片电阻,179.29,182.13
340.96,贴片电容,180.51,182.13
340.96,塑封芯片,176.7,182.13
340.96,陶封芯片,178.64,182.13
341.35,贴片电阻,180.66,180.95
341.35,贴片电容,178.09,180.95
341.35,塑封芯片,174.12,180.95
341.35,陶封芯片,178.18,180.95
341.74,贴片电阻,177.25,179.78
341.74,贴片电容,179.72,179.78
341.74,塑封芯片,173.9,179.78
341.74,陶封芯片,175.12,179.78
342.13,贴片电阻,176.05,178.61
342.13,贴片电容,176.3,178.61
342.13,塑封芯片,171.31,178.61
342.13,陶封芯片,176.57,178.61
342.52,贴片电阻,174.8,177.43
342.52,贴片电容,176.69,177.43
342.52,塑封芯片,171.5,177.43
342.52,陶封芯片,173.15,177.43
342.91,贴片电阻,176.18,176.26
342.91,贴片电容,173.51,176.26
342.91,塑封芯片,169.51,176.26
342.91,陶封芯片,171.75,176.26
343.3,贴片电阻,174.01,175.09
343.3,贴片电容,173.66,175.09
343.3,塑封芯片,168.21,175.09
343.3,陶封芯片,171.14,175.09
343.7,贴片电阻,172.42,173.91
343.7,贴片电容,171.66,173.91
343.7,塑封芯片,166.26,173.91
343.7,陶封芯片,169.12,173.91
344.09,贴片电阻,170.05,172.74
344.09,贴片电容,170.29,172.74
344.09,塑封芯片,167.37,172.74
344.09,陶封芯片,169.28,172.74
344.48,贴片电阻,168.87,171.57
344.48,贴片电容,169.88,171.57
344.48,塑封芯片,166.21,171.57
344.48,陶封芯片,169.19,171.57
344.87,贴片电阻,168.78,170.4
344.87,贴片电容,167.49,170.4
344.87,塑封芯片,163.68,170.4
344.87,陶封芯片,167.69,170.4
345.26,贴片电阻,167.27,169.22
345.26,贴片电容,168.09,169.22
345.26,塑封芯片,163.69,169.22
345.26,陶封芯片,164.26,169.22
345.65,贴片电阻,167.17,168.05
345.65,贴片电容,167.68,168.05
345.65,塑封芯片,160.4,168.05
345.65,陶封芯片,163.16,168.05
346.04,贴片电阻,164.48,166.88
346.04,贴片电容,166.26,166.88
346.04,塑封芯片,160.07,166.88
346.04,陶封芯片,164.88,166.88
346.43,贴片电阻,164.65,165.7
346.43,贴片电容,163.52,165.7
346.43,塑封芯片,160.12,165.7
346.43,陶封芯片,163.67,165.7
346.82,贴片电阻,161.69,164.53
346.82,贴片电容,163.93,164.53
346.82,塑封芯片,159.43,164.53
346.82,陶封芯片,160.97,164.53
347.21,贴片电阻,161.25,163.36
347.21,贴片电容,160.74,163.36
347.21,塑封芯片,158.32,163.36
347.21,陶封芯片,159.29,163.36
347.61,贴片电阻,161.03,162.18
347.61,贴片电容,161.93,162.18
347.61,塑封芯片,156.5,162.18
347.61,陶封芯片,160.13,162.18
348.0,贴片电阻,160.73,161.01
348.0,贴片电容,158.15,161.01
348.0,塑封芯片,153.84,161.01
348.0,陶封芯片,156.26,161.01
348.39,贴片电阻,158.6,159.84
348.39,贴片电容,159.52,159.84
348.39,塑封芯片,153.4,159.84
348.39,陶封芯片,157.57,159.84
348.78,贴片电阻,157.27,158.67
348.78,贴片电容,157.54,158.67
348.78,塑封芯片,153.43,158.67
348.78,陶封芯片,154.84,158.67
349.17,贴片电阻,155.21,157.49
349.17,贴片电容,156.55,157.49
349.17,塑封芯片,151.03,157.49
349.17,陶封芯片,154.01,157.49
349.56,贴片电阻,154.65,156.32
349.56,贴片电容,155.52,156.32
349.56,塑封芯片,150.32,156.32
349.56,陶封芯片,153.32,156.32
349.95,贴片电阻,155.09,155.15
349.95,贴片电容,152.64,155.15
349.95,塑封芯片,148.01,155.15
349.95,陶封芯片,153.05,155.15
350.34,贴片电阻,151.39,153.97
350.34,贴片电容,153.02,153.97
350.34,塑封芯片,148.85,153.97
350.34,陶封芯片,149.39,153.97
350.73,贴片电阻,151.89,152.8
350.73,贴片电容,150.95,152.8
350.73,塑封芯片,146.96,152.8
350.73,陶封芯片,148.57,152.8
351.12,贴片电阻,150.85,151.63
351.12,贴片电容,151.09,151.63
351.12,塑封芯片,146.39,151.63
351.12,陶封芯片,148.29,151.63
351.52,贴片电阻,148.97,150.45
351.52,贴片电容,149.63,150.45
351.52,塑封芯片,145.08,150.45
351.52,陶封芯片,148.36,150.45
351.91,贴片电阻,148.83,149.28
351.91,贴片电容,149.02,149.28
351.91,塑封芯片,142.92,149.28
351.91,陶封芯片,145.01,149.28
352.3,贴片电阻,146.09,148.11
352.3,贴片电容,145.65,148.11
352.3,塑封芯片,140.68,148.11
352.3,陶封芯片,145.97,148.11
352.69,贴片电阻,145.04,146.94
352.69,贴片电容,146.78,146.94
352.69,塑封芯片,140.12,146.94
352.69,陶封芯片,142.94,146.94
353.08,贴片电阻,143.18,145.76
353.08,贴片电容,145.14,145.76
353.08,塑封芯片,137.84,145.76
353.08,陶封芯片,143.29,145.76
353.47,贴片电阻,143.88,144.59
353.47,贴片电容,143.43,144.59
353.47,塑封芯片,139.06,144.59
353.47,陶封芯片,139.85,144.59
353.86,贴片电阻,141.18,143.42
353.86,贴片电容,140.86,143.42
353.86,塑封芯片,135.75,143.42
353.86,陶封芯片,141.21,143.42
354.25,贴片电阻,141.47,142.24
354.25,贴片电容,139.96,142.24
354.25,塑封芯片,135.18,142.24
354.25,陶封芯片,137.67,142.24
354.64,贴片电阻,139.08,141.07
354.64,贴片电容,140.37,141.07
354.64,塑封芯片,134.81,141.07
354.64,陶封芯片,138.03,141.07
355.03,贴片电阻,137.22,139.9
355.03,贴片电容,137.3,139.9
355.03,塑封芯片,133.11,139.9
355.03,陶封芯片,136.87,139.9
355.43,贴片电阻,136.82,138.72
355.43,贴片电容,136.6,138.72
355.43,塑封芯片,130.74,138.72
355.43,陶封芯片,134.24,138.72
355.82,贴片电阻,136.0,137.55
355.82,贴片电容,135.02,137.55
355.82,塑封芯片,130.3,137.55
355.82,陶封芯片,133.87,137.55
356.21,贴片电阻,134.01,136.38
356.21,贴片电容,136.35,136.38
356.21,塑封芯片,130.89,136.38
356.21,陶封芯片,133.57,136.38
356.6,贴片电阻,132.27,135.21
356.6,贴片电容,133.27,135.21
356.6,塑封芯片,129.22,135.21
356.6,陶封芯片,130.55,135.21
356.99,贴片电阻,133.96,134.03
356.99,贴片电容,133.46,134.03
356.99,塑封芯片,128.47,134.03
356.99,陶封芯片,131.81,134.03
357.38,贴片电阻,132.1,132.86
357.38,贴片电容,130.74,132.86
357.38,塑封芯片,125.98,132.86
357.38,陶封芯片,129.09,132.86
357.77,贴片电阻,128.69,131.69
357.77,贴片电容,131.41,131.69
357.77,塑封芯片,126.58,131.69
357.77,陶封芯片,127.79,131.69
358.16,贴片电阻,129.58,130.51
358.16,贴片电容,128.53,130.51
358.16,塑封芯片,123.2,130.51
358.16,陶封芯片,126.41,130.51
358.55,贴片电阻,128.88,129.34
358.55,贴片电容,126.39,129.34
358.55,塑封芯片,121.79,129.34
358.55,陶封芯片,124.86,129.34
358.94,贴片电阻,127.7,128.17
358.94,贴片电容,126.32,128.17
358.94,塑封芯片,121.73,128.17
358.94,陶封芯片,123.73,128.17
359.34,贴片电阻,126.95,126.99
359.34,贴片电容,124.44,126.99
359.34,塑封芯片,119.13,126.99
359.34,陶封芯片,122.12,126.99
359.73,贴片电阻,123.53,125.82
359.73,贴片电容,123.92,125.82
359.73,塑封芯片,118.96,125.82
359.73,陶封芯片,122.56,125.82
360.12,贴片电阻,123.94,124.65
360.12,贴片电容,121.68,124.65
360.12,塑封芯片,117.13,124.65
360.12,陶封芯片,122.37,124.65
360.51,贴片电阻,122.43,123.48
360.51,贴片电容,121.93,123.48
360.51,塑封芯片,116.18,123.48
360.51,陶封芯片,120.15,123.48
360.9,贴片电阻,122.2,122.3
360.9,贴片电容,119.54,122.3
360.9,塑封芯片,114.99,122.3
360.9,陶封芯片,119.83,122.3
361.29,贴片电阻,118.83,121.13
361.29,贴片电容,118.85,121.13
361.29,塑封芯片,115.47,121.13
361.29,陶封芯片,116.24,121.13
361.68,贴片电阻,118.08,119.96
361.68,贴片电容,117.35,119.96
361.68,塑封芯片,112.87,119.96
361.68,陶封芯片,115.52,119.96
362.07,贴片电阻,116.94,118.78
362.07,贴片电容,116.01,118.78
362.07,塑封芯片,111.86,118.78
362.07,陶封芯片,115.73,118.78
362.46,贴片电阻,116.75,117.61
362.46,贴片电容,115.76,117.61
362.46,塑封芯片,110.93,117.61
362.46,陶封芯片,114.7,117.61
362.85,贴片电阻,116.18,116.44
362.85,贴片电容,115.44,116.44
362.85,塑封芯片,109.15,116.44
362.85,陶封芯片,112.81,116.44
363.25,贴片电阻,114.35,115.26
363.25,贴片电容,114.48,115.26
363.25,塑封芯片,109.85,115.26
363.25,陶封芯片,111.89,115.26
363.64,贴片电阻,111.6,114.09
363.64,贴片电容,112.92,114.09
363.64,塑封芯片,108.38,114.09
363.64,陶封芯片,110.2,114.09
364.03,贴片电阻,111.61,112.92
364.03,贴片电容,111.39,112.92
364.03,塑封芯片,105.95,112.92
364.03,陶封芯片,110.59,112.92
364.42,贴片电阻,108.87,111.74
